Episode,Reward,Avg_Loss_100,Steps,Epsilon,Avg_Reward,Avg_Steps,Timestamp
36,114.04000000000029,-100,227,0.00998645168764533,144.05857142857153,297.57142857142856,2025-03-27 23:59:46
